Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\Components\Pages\SMSAssurance\SPIConfiguration.razor.cs,403,12,T:System.Uri,,,,,"var url = $""/SMSAssurance/SPIDashboard?spiCode={Uri.EscapeDataString(spi.Code)}"";"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\Components\Pages\SMSSystem\EventBus\EventBusQueueManager.razor.cs,51,16,T:System.Text.Json.JsonDocument,,,,,using var doc = System.Text.Json.JsonDocument.Parse(queuedEvent.EventData);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\Components\Pages\SMSSystem\EventBus\EventBusQueueManager.razor.cs,51,16,T:System.Text.Json.JsonDocument,,,,,using var doc = System.Text.Json.JsonDocument.Parse(queuedEvent.EventData);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/SecurePage_razor.g.cs,258,12,P:System.Uri.AbsolutePath,,,,,var path = uri.AbsolutePath;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/SecurePage_razor.g.cs,257,12,T:System.Uri,,,,,"var uri = new Uri($""https://localhost{decryptedUrl}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/SecurePage_razor.g.cs,257,12,M:System.Uri.#ctor(System.String),,,,,"var uri = new Uri($""https://localhost{decryptedUrl}"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/SecurityTest_razor.g.cs,311,27,T:System.Uri,,,,,"Navigation.ToAbsoluteUri(""/"")"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\obj\Debug\net8.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/SecurityTest_razor.g.cs,310,31,T:System.Uri,,,,,"Navigation.ToAbsoluteUri(""/"")"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\Components\Pages\Verify2FA.razor.cs,613,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"_timeRemainingTimer = new Timer(async _ =>          {              var newTimeRemaining = TwoFactorAuthService.GetTimeRemainingInWindow();                            // Update every second as requested - keep the smooth countdown              TimeRemainingInWindow = newTimeRemaining;              await InvokeAsync(StateHasChanged);          }, null, TimeSpan.FromSeconds(1), TimeSpan.FromSeconds(1));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\Components\Pages\Verify2FA.razor.cs,613,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"_timeRemainingTimer = new Timer(async _ =>          {              var newTimeRemaining = TwoFactorAuthService.GetTimeRemainingInWindow();                            // Update every second as requested - keep the smooth countdown              TimeRemainingInWindow = newTimeRemaining;              await InvokeAsync(StateHasChanged);          }, null, TimeSpan.FromSeconds(1), TimeSpan.FromSeconds(1));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Presentation\SMS3\SMS3.csproj,File,Presentation\SMS3\Program.cs,114,12,"M:Microsoft.AspNetCore.Builder.ExceptionHandlerExtensions.UseExceptionHandler(Microsoft.AspNetCore.Builder.IApplicationBuilder,System.String)",,,,,"app.UseExceptionHandler(""/Error"");"
